id;start_date;updated_date;survey_id;status;device_type;1_¿Qué museo acabas de visitar?;2_La recepción y atención al público;3_La información: paneles, folletos, cartelas ...;4_El confort, el orden y la limpieza en la visita;5_La adaptación a visitantes con discapacidad ;6_Teniendo en cuenta toda su experiencia, ¿cuál es su valoración global con la visita  en una escala de 0 a 10, siendo “0”, totalmente insatisfactoria y “10”, totalmente satisfactoria;7_Nos encantaría recibir sus observaciones, comentarios o recomendaciones para ayudarnos a mejorar el servicio;8_¿Cuál es su grupo de edad?;9_¿Cuál es su sexo?
41015888;2023-11-16 10:50:28;2023-11-16 10:51:03;311750;Completa;Desktop;San Antonio de la Florida;9;10;9;9;9;;De 18 a 25 años;Masculino
41015891;2023-11-16 10:51:03;2023-11-16 10:52:43;311750;Completa;Desktop;San Antonio de la Florida;10;5;10;10;10;Explicación en inglés y francés;De 26 a 40 años;Femenino
41015901;2023-11-16 10:52:43;2023-11-16 10:53:18;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41015904;2023-11-16 10:53:18;2023-11-16 10:54:03;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41015913;2023-11-16 10:54:03;2023-11-16 10:56:04;311750;Completa;Desktop;San Antonio de la Florida;8;7;9;8;8;Información en francés;De 66 o más años;Masculino
41015928;2023-11-16 10:56:04;2023-11-16 10:56:43;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;9;;De 41 a 65 años;Femenino
41015933;2023-11-16 10:56:43;2023-11-16 10:58:37;311750;Completa;Desktop;San Antonio de la Florida;8;5;10;9;8;Documentación en otras lenguas;De 41 a 65 años;Femenino
41015941;2023-11-16 10:58:37;2023-11-16 11:00:53;311750;Completa;Desktop;San Antonio de la Florida;10;6;10;8;8;Información en francés;De 66 o más años;Masculino
41015955;2023-11-16 11:00:53;2023-11-16 11:01:36;311750;Completa;Desktop;San Antonio de la Florida;9;8;10;5;9;;De 66 o más años;Masculino
41015956;2023-11-16 11:01:36;2023-11-16 11:03:00;311750;Completa;Desktop;San Antonio de la Florida;10;8;10;9;9;Explicación en francés;De 66 o más años;Masculino
41015960;2023-11-16 11:03:00;2023-11-17 09:48:42;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;;10;Lugar agradable nueva perspectiva del trabajo de Goya;De 66 o más años;Femenino
41064961;2023-11-17 09:48:42;2023-11-17 09:49:40;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41064966;2023-11-17 09:49:40;2023-11-17 09:51:33;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;En la web no dice nada de las fotos es una conradicción;De 41 a 65 años;Masculino
41064975;2023-11-17 09:51:34;2023-11-17 09:53:57;311750;Completa;Desktop;San Antonio de la Florida;10;9;7;8;8;La iglesia no es confortable la paz imposible;De 41 a 65 años;Femenino
41064978;2023-11-17 09:53:57;2023-11-17 09:54:54;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41064980;2023-11-17 09:54:54;2023-11-17 09:55:53;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41064984;2023-11-17 09:55:53;2023-11-17 09:56:37;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41064987;2023-11-17 09:56:37;2023-11-17 09:57:31;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Masculino
41064989;2023-11-17 09:57:32;2023-11-17 09:59:52;311750;Completa;Desktop;San Antonio de la Florida;8;7;10;8;8;Información en inglés de los dos cuadros  y el altar;De 41 a 65 años;Femenino
41064993;2023-11-17 09:59:52;2023-11-17 10:02:16;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41065023;2023-11-17 10:02:16;2023-11-17 10:04:12;311750;Completa;Desktop;San Antonio de la Florida;8;6;8;7;7;Paneles en otras lenguas las fotos son una forma potente de publicidad;De 41 a 65 años;Femenino
41065055;2023-11-17 10:04:12;2023-11-17 10:04:53;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 26 a 40 años;Femenino
41065063;2023-11-17 10:04:53;2023-11-17 10:05:54;311750;Completa;Desktop;San Antonio de la Florida;5;6;8;8;8;;De 41 a 65 años;Femenino
41065076;2023-11-17 10:05:54;2023-11-17 10:12:49;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Agradable;De 26 a 40 años;Femenino
41065150;2023-11-17 10:12:49;2023-11-17 10:14:24;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41065159;2023-11-17 10:14:24;2023-11-17 10:15:14;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41065167;2023-11-17 10:15:14;2023-11-17 10:15:51;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41065180;2023-11-17 10:15:51;2023-11-17 10:16:27;311750;Parcial;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Masculino
41065187;2023-11-17 10:16:27;2023-11-17 10:17:27;311750;Completa;Desktop;San Antonio de la Florida;9;5;8;8;8;;De 41 a 65 años;Femenino
41065195;2023-11-17 10:17:27;2023-11-17 10:18:29;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;Menos de 18 años;Femenino
41065201;2023-11-17 10:18:29;2023-11-17 10:19:37;311750;Completa;Desktop;San Antonio de la Florida;4;7;7;10;6;Fotos no permitidas;De 18 a 25 años;Femenino
41065211;2023-11-17 10:19:37;2023-11-17 10:21:23;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;"Qué hubiera postales
";De 66 o más años;Femenino
41065218;2023-11-17 10:21:23;2023-11-17 10:22:16;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41065223;2023-11-17 10:22:16;2023-11-17 10:22:53;311750;Completa;Desktop;San Antonio de la Florida;5;5;10;5;5;;De 41 a 65 años;Femenino
41065230;2023-11-17 10:22:53;2023-11-17 10:24:24;311750;Completa;Desktop;San Antonio de la Florida;10;4;10;8;8;Podría haber más información en inglés;De 41 a 65 años;Masculino
41065241;2023-11-17 10:24:24;2023-11-17 10:26:24;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;Continuar manteniendo el patrimonio;De 41 a 65 años;Masculino
41065257;2023-11-17 10:26:24;2023-11-17 10:28:06;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;De 41 a 65 años;Femenino
41065263;2023-11-17 10:28:06;2023-11-17 10:28:47;311750;Completa;Desktop;San Antonio de la Florida;6;8;10;10;10;;De 41 a 65 años;Femenino
41065267;2023-11-17 10:28:47;2023-11-17 10:29:29;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;De 66 o más años;Femenino
41065273;2023-11-17 10:29:29;2023-11-17 10:30:15;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41065275;2023-11-17 10:30:15;2023-11-17 10:31:33;311750;Completa;Desktop;San Antonio de la Florida;10;6;10;9;9;Información en otras lenguas;De 41 a 65 años;Masculino
41065287;2023-11-17 10:31:33;2023-11-17 10:34:12;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;He esperado cuarenta años para venir aquí Experiencia memorable Gracias;De 66 o más años;Femenino
41065298;2023-11-17 10:34:12;2023-11-17 10:34:46;311750;Completa;Desktop;San Antonio de la Florida;10;5;10;10;10;;De 41 a 65 años;Femenino
41065302;2023-11-17 10:34:46;2023-11-17 10:36:17;311750;Completa;Desktop;San Antonio de la Florida;10;7;10;10;10;;De 41 a 65 años;Femenino
41065317;2023-11-17 10:36:17;2023-11-17 10:37:44;311750;Completa;Desktop;San Isidro. Los Orígenes de Madrid;10;10;10;8;8;;De 41 a 65 años;Femenino
41065328;2023-11-17 10:37:44;2023-11-17 10:39:23;311750;Completa;Desktop;San Antonio de la Florida;9;6;7;9;7;"Fotos
";De 26 a 40 años;Femenino
41065335;2023-11-17 10:39:23;2023-11-17 10:41:23;311750;Completa;Desktop;San Antonio de la Florida;9;10;10;;9;Ayuda explicación en inglés Todos los museos podrían ser más interesantes si tuvieran explicación en inglés;De 41 a 65 años;Femenino
41065345;2023-11-17 10:41:23;2023-11-18 12:06:30;311750;Completa;Desktop;San Antonio de la Florida;5;10;9;10;8;;Menos de 18 años;Femenino
41066760;2023-11-17 13:16:18;2023-11-17 13:16:45;311750;Completa;Desktop;Historia de Madrid;7;8;10;;7;;De 18 a 25 años;
41066766;2023-11-17 13:16:45;2023-11-21 08:35:02;311750;Completa;Desktop;Historia de Madrid;10;7;10;;10;mejorar la señalización del recorrido;De 41 a 65 años;
41084390;2023-11-18 12:06:30;2023-11-18 12:07:16;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;10;10;;De 66 o más años;Masculino
41084394;2023-11-18 12:07:16;2023-11-18 12:07:58;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;De 41 a 65 años;Masculino
41084399;2023-11-18 12:07:58;2023-11-18 12:08:38;311750;Completa;Desktop;San Antonio de la Florida;8;9;9;9;9;;De 41 a 65 años;Femenino
41084405;2023-11-18 12:08:38;2023-11-18 12:09:48;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;1;10;;De 26 a 40 años;Femenino
41084407;2023-11-18 12:09:48;2023-11-18 12:11:00;311750;Completa;Desktop;San Antonio de la Florida;10;8;10;10;10;Excelente idea la de los espejos;De 66 o más años;Masculino
41084410;2023-11-18 12:11:00;2023-11-18 12:12:11;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084413;2023-11-18 12:12:12;2023-11-18 12:13:05;311750;Completa;Desktop;San Antonio de la Florida;3;6;0;9;5;;Menos de 18 años;Masculino
41084418;2023-11-18 12:13:05;2023-11-18 12:14:41;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;"Bellísimo
";De 66 o más años;Masculino
41084425;2023-11-18 12:14:41;2023-11-18 12:16:52;311750;Completa;Desktop;San Antonio de la Florida;9;10;10;8;10;Sería fantástico que se facilitarán binoculares para devolver a la salida;De 41 a 65 años;Femenino
41084433;2023-11-18 12:16:52;2023-11-18 12:17:34;311750;Completa;Desktop;San Antonio de la Florida;8;8;8;5;9;;De 41 a 65 años;Femenino
41084437;2023-11-18 12:17:34;2023-11-18 12:18:39;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084441;2023-11-18 12:18:39;2023-11-18 12:19:30;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;No poder hacer una foto;De 41 a 65 años;Femenino
41084443;2023-11-18 12:19:30;2023-11-18 12:20:10;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41084446;2023-11-18 12:20:11;2023-11-18 12:20:42;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084448;2023-11-18 12:20:42;2023-11-18 12:22:11;311750;Completa;Desktop;San Antonio de la Florida;8;7;8;8;8;Se agradece el horario la gratuidad y los espejos;De 41 a 65 años;Femenino
41084452;2023-11-18 12:22:11;2023-11-18 12:22:42;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 18 a 25 años;Femenino
41084454;2023-11-18 12:22:42;2023-11-18 12:23:38;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;No se pueden hacer fotos;De 66 o más años;Masculino
41084459;2023-11-18 12:23:38;2023-11-18 12:24:22;311750;Completa;Desktop;San Antonio de la Florida;9;9;10;10;10;;De 41 a 65 años;Masculino
41084462;2023-11-18 12:24:22;2023-11-18 12:25:12;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
41084466;2023-11-18 12:25:12;2023-11-18 12:25:48;311750;Completa;Desktop;San Antonio de la Florida;8;8;10;7;9;;De 26 a 40 años;Femenino
41084468;2023-11-18 12:25:48;2023-11-18 12:26:20;311750;Completa;Desktop;San Antonio de la Florida;8;9;9;8;9;;De 41 a 65 años;Masculino
41084470;2023-11-18 12:26:20;2023-11-18 12:27:03;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084471;2023-11-18 12:27:03;2023-11-18 12:27:45;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;10;;De 26 a 40 años;Femenino
41084475;2023-11-18 12:27:45;2023-11-18 12:28:20;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
41084478;2023-11-18 12:28:20;2023-11-18 12:28:56;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41084480;2023-11-18 12:28:56;2023-11-18 12:29:32;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;De 66 o más años;Femenino
41084483;2023-11-18 12:29:32;2023-11-18 12:30:21;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;"Super
";De 41 a 65 años;Femenino
41084487;2023-11-18 12:30:21;2023-11-18 12:30:51;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;Menos de 18 años;Masculino
41084488;2023-11-18 12:30:51;2023-11-18 12:31:45;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;9;;De 66 o más años;Masculino
41084490;2023-11-18 12:31:45;2023-11-18 12:32:26;311750;Completa;Desktop;San Antonio de la Florida;7;7;9;9;8;;De 41 a 65 años;Femenino
41084491;2023-11-18 12:32:26;2023-11-18 12:33:00;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;9;;De 66 o más años;Femenino
41084494;2023-11-18 12:33:00;2023-11-18 12:33:28;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
41084496;2023-11-18 12:33:28;2023-11-18 12:34:04;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084498;2023-11-18 12:34:04;2023-11-18 12:34:42;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
41084501;2023-11-18 12:34:42;2023-11-18 12:36:10;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;9;;De 66 o más años;Masculino
41084503;2023-11-18 12:36:10;2023-11-18 12:36:37;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
41084504;2023-11-18 12:36:37;2023-11-18 12:37:31;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;"ottimo
";De 41 a 65 años;Femenino
41084509;2023-11-18 12:37:31;2023-11-18 12:40:56;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;8;8;;De 41 a 65 años;Femenino
41084518;2023-11-18 12:40:56;2023-11-18 12:41:38;311750;Completa;Desktop;San Antonio de la Florida;8;8;9;8;9;;De 41 a 65 años;Femenino
41084520;2023-11-18 12:41:38;2023-11-18 12:44:02;311750;Completa;Desktop;San Antonio de la Florida;8;8;9;8;9;video accesible;De 41 a 65 años;Femenino
41084531;2023-11-18 12:44:02;2023-11-18 12:45:47;311750;Completa;Desktop;San Antonio de la Florida;8;9;10;8;8;;De 41 a 65 años;Femenino
41084536;2023-11-18 12:45:47;2023-11-18 12:47:44;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Fantástica visita repetida de vez en cuando ;De 41 a 65 años;
41084543;2023-11-18 12:47:44;2023-11-18 12:48:30;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084545;2023-11-18 12:48:30;2023-11-18 12:57:45;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;8;10;;Menos de 18 años;Femenino
41084575;2023-11-18 12:57:45;2023-11-18 12:58:36;311750;Completa;Desktop;San Antonio de la Florida;1;6;10;8;10;"Otros
";Menos de 18 años;Femenino
41084577;2023-11-18 12:58:36;2023-11-18 12:59:06;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41084580;2023-11-18 12:59:06;2023-11-18 12:59:46;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;9;9;;De 41 a 65 años;Femenino
41084582;2023-11-18 12:59:46;2023-11-18 13:00:45;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;9;Ponerlo además en inglés;De 26 a 40 años;Masculino
41084585;2023-11-18 13:00:45;2023-11-18 13:01:16;311750;Completa;Desktop;San Antonio de la Florida;9;8;9;9;9;;De 26 a 40 años;Femenino
41084586;2023-11-18 13:01:16;2023-11-18 13:02:26;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084590;2023-11-18 13:02:26;2023-11-18 13:03:02;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084591;2023-11-18 13:03:02;2023-11-18 13:03:28;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Masculino
41084592;2023-11-18 13:03:28;2023-11-18 13:04:04;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084595;2023-11-18 13:04:04;2023-11-18 13:04:57;311750;Completa;Desktop;San Antonio de la Florida;10;9;9;10;10;;De 41 a 65 años;Masculino
41084599;2023-11-18 13:04:57;2023-11-18 13:05:31;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;8;10;;De 41 a 65 años;Femenino
41084605;2023-11-18 13:05:31;2023-11-18 13:06:01;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;De 41 a 65 años;Femenino
41084608;2023-11-18 13:06:01;2023-11-18 13:07:35;311750;Completa;Desktop;San Antonio de la Florida;10;5;8;8;8;Información en inglés y fotos sin flash;De 41 a 65 años;Masculino
41084613;2023-11-18 13:07:35;2023-11-18 13:08:05;311750;Completa;Desktop;San Antonio de la Florida;7;8;9;9;9;;De 41 a 65 años;Femenino
41084614;2023-11-18 13:08:05;2023-11-18 13:08:35;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084617;2023-11-18 13:08:35;2023-11-18 13:09:05;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 18 a 25 años;Femenino
41084621;2023-11-18 13:09:05;2023-11-19 10:17:58;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41084722;2023-11-18 13:37:02;2023-11-18 13:39:19;311750;Completa;Mobile;Historia de Madrid;10;9;;9;7;Sigue cerrada la planta sótano para cuándo su apertura venía especialmente a visitar la maqueta;De 41 a 65 años;Masculino
41084729;2023-11-18 13:39:19;2023-11-18 13:39:37;311750;Completa;Mobile;Historia de Madrid;;;;;;;;
41092880;2023-11-19 10:17:58;2023-11-19 10:18:31;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 26 a 40 años;Femenino
41092883;2023-11-19 10:18:31;2023-11-19 10:21:55;311750;Completa;Desktop;San Antonio de la Florida;9;3;3;10;7;Está mal indicado el museo;Menos de 18 años;Femenino
41092890;2023-11-19 10:21:55;2023-11-19 10:23:07;311750;Completa;Desktop;San Antonio de la Florida;10;6;6;6;6;;De 41 a 65 años;Femenino
41092893;2023-11-19 10:23:07;2023-11-19 10:23:45;311750;Completa;Desktop;San Antonio de la Florida;10;8;10;10;10;;De 66 o más años;Femenino
41092894;2023-11-19 10:23:45;2023-11-19 10:24:26;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;10;;De 41 a 65 años;Femenino
41092896;2023-11-19 10:24:26;2023-11-19 10:25:06;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;9;;De 41 a 65 años;Femenino
41092897;2023-11-19 10:25:06;2023-11-19 10:25:44;311750;Completa;Desktop;San Antonio de la Florida;9;10;9;9;9;;De 66 o más años;Masculino
41092899;2023-11-19 10:25:44;2023-11-19 10:26:18;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41092902;2023-11-19 10:26:18;2023-11-19 10:27:22;311750;Completa;Desktop;San Antonio de la Florida;10;3;10;8;8;"Falta en francés
";De 26 a 40 años;Femenino
41092905;2023-11-19 10:27:22;2023-11-19 10:28:06;311750;Completa;Desktop;San Antonio de la Florida;8;9;8;8;8;;De 41 a 65 años;Femenino
41092909;2023-11-19 10:28:06;2023-11-19 10:28:57;311750;Completa;Desktop;San Antonio de la Florida;8;8;8;8;9;;De 26 a 40 años;Femenino
41092911;2023-11-19 10:28:57;2023-11-19 10:29:36;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;10;;De 41 a 65 años;Femenino
41092915;2023-11-19 10:29:36;2023-11-19 10:30:19;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 26 a 40 años;Femenino
41092917;2023-11-19 10:30:19;2023-11-19 10:31:53;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Traducción francés;De 66 o más años;Femenino
41092919;2023-11-19 10:31:53;2023-11-19 10:32:37;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41092921;2023-11-19 10:32:37;2023-11-19 11:05:14;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41092969;2023-11-19 11:05:14;2023-11-19 11:07:19;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;10;;De 66 o más años;Femenino
41092974;2023-11-19 11:07:19;2023-11-19 11:08:08;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;10;;De 41 a 65 años;Masculino
41092977;2023-11-19 11:08:08;2023-11-19 11:08:48;311750;Completa;Desktop;San Antonio de la Florida;9;9;8;8;8;;De 41 a 65 años;Masculino
41092979;2023-11-19 11:08:48;2023-11-19 11:10:39;311750;Completa;Desktop;San Antonio de la Florida;10;5;10;10;10;"Paneles explicativos no dignos de las pinturas
";De 41 a 65 años;Femenino
41092982;2023-11-19 11:10:39;2023-11-19 11:11:09;311750;Completa;Desktop;San Antonio de la Florida;10;10;9;9;9;;De 41 a 65 años;Masculino
41092984;2023-11-19 11:11:09;2023-11-19 11:11:40;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41092985;2023-11-19 11:11:40;2023-11-19 11:12:37;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Me encanta;De 18 a 25 años;Masculino
41092990;2023-11-19 11:12:37;2023-11-19 11:22:22;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;;Menos de 18 años;Femenino
41093004;2023-11-19 11:22:22;2023-11-19 11:23:09;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41093006;2023-11-19 11:23:09;2023-11-19 11:23:58;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;9;Todo perfecto;De 41 a 65 años;Femenino
41093009;2023-11-19 11:23:58;2023-11-19 11:25:04;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Muy buena idea la de los espejos y las explicaciones justas;De 41 a 65 años;Femenino
41093011;2023-11-19 11:25:04;2023-11-19 11:25:48;311750;Completa;Desktop;San Antonio de la Florida;10;8;9;8;10;;De 41 a 65 años;Masculino
41093013;2023-11-19 11:25:48;2023-11-19 11:46:36;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;9;;De 26 a 40 años;Femenino
41093040;2023-11-19 11:46:36;2023-11-19 11:47:16;311750;Completa;Desktop;San Antonio de la Florida;8;8;9;7;10;;De 41 a 65 años;Femenino
41093042;2023-11-19 11:47:16;2023-11-19 11:48:10;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 26 a 40 años;Masculino
41093044;2023-11-19 11:48:10;2023-11-19 11:49:39;311750;Completa;Desktop;San Antonio de la Florida;9;10;10;9;10;Todo genial menos este boli;Menos de 18 años;Masculino
41093045;2023-11-19 11:49:39;2023-11-19 11:50:09;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
41093046;2023-11-19 11:50:09;2023-11-19 11:50:58;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Otro
41093048;2023-11-19 11:50:58;2023-11-19 11:51:29;311750;Completa;Desktop;San Antonio de la Florida;7;9;10;10;;;De 41 a 65 años;Masculino
41093049;2023-11-19 11:51:29;2023-11-19 11:52:21;311750;Completa;Desktop;San Antonio de la Florida;9;10;9;9;10;Genial;De 41 a 65 años;Femenino
41093054;2023-11-19 11:52:21;2023-11-19 11:52:52;311750;Completa;Desktop;San Antonio de la Florida;8;7;7;7;8;;De 26 a 40 años;Femenino
41093055;2023-11-19 11:52:52;2023-11-19 11:53:27;311750;Completa;Desktop;San Antonio de la Florida;9;9;10;10;10;;De 41 a 65 años;Femenino
41093058;2023-11-19 11:53:27;2023-11-19 11:54:20;311750;Completa;Desktop;San Antonio de la Florida;9;2;3;4;5;;De 41 a 65 años;Femenino
41093060;2023-11-19 11:54:20;2023-11-19 11:56:47;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Esta genial pero siempre se puede mejorar;Menos de 18 años;Masculino
41093066;2023-11-19 11:56:47;2023-11-19 12:00:27;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;una maravilla;De 41 a 65 años;Femenino
41093069;2023-11-19 12:00:27;2023-11-19 12:01:18;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41093071;2023-11-19 12:01:18;2023-11-19 12:02:03;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;;;De 41 a 65 años;Masculino
41093073;2023-11-19 12:02:03;2023-11-19 12:02:36;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;8;9;;De 41 a 65 años;Femenino
41093074;2023-11-19 12:02:36;2023-11-19 12:05:40;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41093079;2023-11-19 12:05:40;2023-11-19 12:06:16;311750;Completa;Desktop;San Antonio de la Florida;5;9;10;10;8;;De 18 a 25 años;Otro
41093080;2023-11-19 12:06:16;2023-11-19 12:06:57;311750;Completa;Desktop;San Antonio de la Florida;10;9;9;9;9;;De 41 a 65 años;Femenino
41093081;2023-11-19 12:06:57;2023-11-19 12:07:16;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41093082;2023-11-19 12:07:16;2023-11-19 12:08:16;311750;Completa;Desktop;San Antonio de la Florida;10;8;10;8;10;genial el recurso de los espejos;De 41 a 65 años;Femenino
41093084;2023-11-19 12:08:16;2023-11-19 12:08:43;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;10;;De 26 a 40 años;Masculino
41093086;2023-11-19 12:08:43;2023-11-19 12:09:39;311750;Completa;Desktop;San Antonio de la Florida;6;8;;8;9;;De 18 a 25 años;Femenino
41093089;2023-11-19 12:09:39;2023-11-22 10:16:39;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41093927;2023-11-19 16:40:28;2023-11-19 16:41:15;311750;Parcial;Mobile;San Antonio de la Florida;;;;;;;;
41112190;2023-11-21 08:35:03;2023-11-21 08:35:40;311750;Completa;Desktop;Historia de Madrid;7;;6;8;8;;De 41 a 65 años;
